date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1998-12-23,0.0207502816382925,0.010445257861538604,0.020586633608388312,0.014593002302900086,0.017348638334613073,0.023618865598634027,0.023911820046312877,-0.00451015547788613,0.022250608934819723,0.004290781417156246
1998-12-24,-0.0043378521278209054,0.022796075918263287,-0.00530401007723143,0.0065812329285063805,0.01308356878558899,-0.003816238302454312,-0.0017590154051796698,0.018215802533998043,0.006045260220027558,0.0181554074126736
1998-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-12-28,-0.0025417818857161314,-0.008743862179414412,-0.0052332876781554325,-0.013206065582229662,0.005224470087832692,0.0028391031846450154,-0.005787450554868936,-0.005142416395624033,-0.014688865748630379,-0.009036501919912426
1998-12-29,0.015718532129414896,0.01808297593473078,0.009851325853334767,0.01055913496470682,0.014085414686779391,0.002831065492206212,0.02179710700808457,0.016422022033420695,0.021953171992333896,0.02157128198532794
1998-12-30,-0.008080915576349618,-0.002879080683566301,-0.015211672220204649,-0.003934302310983501,-0.004481960489949511,-0.0038091563370047424,-0.006276272232027271,-0.008128135627485534,-0.008431508010298286,-0.008339037948824318
1998-12-31,0.0,0.0114669197228474,-0.0013944225367015504,-0.009306997873662761,0.0082806355231653,-0.0038237215076953766,-0.007388717261934182,-0.003644785594288113,0.010841263863376025,-0.00116913497339023
1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-04,-0.0022756734116798085,-0.012139899606921065,-0.000598205401687433,0.0,-0.014031633833317377,0.011427579552237025,-0.008132117514123202,-0.01611654461952471,-0.0024097558530778323,-0.00606240245320775
1999-01-05,0.011358216716693357,0.024228062667536392,-0.005400013122057283,0.009306997873662789,0.020456448072721647,0.025315380089723703,0.007546465960048614,0.01196305763573589,0.015513094785449646,0.016728653096049904
1999-01-06,0.023804023571475843,0.017401453382439702,0.03245660972366245,0.03124041404027209,0.02124567425738914,0.02911468125127517,0.012034306727156233,0.010351549031477341,0.016491915978423095,0.027961878790650322
1999-01-07,-0.0048998689323230095,-0.0075933321604493885,-0.004572659619049487,0.015261683016638565,-0.008704564638075153,-0.0032241748716900485,-0.011448655173081626,-0.0036354744044610043,-0.004684288123222792,-0.0011261262451352473
1999-01-08,0.007371303774316985,0.033545164201253176,0.004572659619049539,0.006283135970137337,0.0074129323891255336,0.004051570919811098,-0.004106781952653471,0.005692987499878701,0.012226574447604307,0.0011261262451351167
1999-01-11,-0.009584102021869262,0.002065281567397872,-0.01910979805086804,-0.015165363883013816,-0.009274783606541508,0.009875720351796602,-0.020390689647734057,-0.027083645400876682,0.0023164244779981585,-0.005171857877236228
1999-01-12,-0.018194174457782212,-0.02589759016808803,-0.015354239828598976,-0.028398693347679332,-0.011998644136598501,-0.02748997013885747,-0.007729798061941157,0.0006031969620914695,-0.003987578891621321,-0.026365076656024698
1999-01-13,-0.0070747225452725045,-0.022341057653737364,-0.014981553615616946,-0.013171018000775093,-0.025598341386533188,-0.0004677487339129338,0.0018123242979036494,0.0068109237649237025,-0.009335392666658612,0.0047317938704341455
1999-01-14,-0.017635906249500417,-0.01708956430046478,-0.019360093917964838,-0.025553772834234,-0.004557583646572879,-0.01375563426970758,-0.019195227051037694,-0.016912019751427657,-0.008287860587310911,-0.022702782440796737
1999-01-15,0.025712758403880997,0.014922103620609854,0.015272198598297544,0.028221626795426585,0.016769861005236943,0.02916912419082588,0.010810916104215676,0.0047602257305566316,0.013526413259400075,0.012632983950691441
